kerajaan;orang;peran;ayah;ibu;pasangan;anak;namaKerajaan;ibuKota;agama;pendahulu;penerus;tahunMulai;wikidataID;tglLahir;tglMati;saudara;kerabat;dinasti;personWikidataID;source;confidence_score;manual_check;data_source;master_id
Kesultanan Aceh;Muda dari Aceh;;Husain Ali Riayat Syah dari Aceh;;;;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;1579-01-01T00:00:00Z;1579-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q19661774;wikidata;1.0;False;;Muda dari Aceh
Majapahit;Sunan Bungkul;;;;;Dewi Wardah;Majapahit;Trowulan;;Singhasari;Demak Sultanate;1292;http://www.wikidata.org/entity/Q49326;1400-01-01T00:00:00Z;1481-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q56412458;llm_imputed;0.8;False;Wikipedia Scrape;Sunan Bungkul
Majapahit;Sunan Bungkul;;;;;Dewi Wardah;Majapahit;Trowulan;;Singhasari;Pagaruyung Kingdom;1292;http://www.wikidata.org/entity/Q49326;1400-01-01T00:00:00Z;1481-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q56412458;llm_imputed;0.8;False;Wikipedia Scrape;Sunan Bungkul
Majapahit;Sunan Bungkul;;;;;Dewi Wardah;Majapahit;Trowulan;;Singhasari;Blambangan Kingdom;1292;http://www.wikidata.org/entity/Q49326;1400-01-01T00:00:00Z;1481-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q56412458;llm_imputed;0.8;False;Wikipedia Scrape;Sunan Bungkul
Majapahit;Sunan Bungkul;;;;;Dewi Wardah;Majapahit;Trowulan;;Singhasari;Malacca Sultanate;1292;http://www.wikidata.org/entity/Q49326;1400-01-01T00:00:00Z;1481-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q56412458;llm_imputed;0.8;False;Wikipedia Scrape;Sunan Bungkul
Majapahit;Sunan Bungkul;;;;;Dewi Wardah;Majapahit;Trowulan;;Singhasari;Sultanate of Gowa;1292;http://www.wikidata.org/entity/Q49326;1400-01-01T00:00:00Z;1481-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q56412458;llm_imputed;0.8;False;Wikipedia Scrape;Sunan Bungkul
Majapahit;Sunan Bungkul;;;;;Dewi Wardah;Majapahit;Trowulan;;Singhasari;Bruneian Sultanate;1292;http://www.wikidata.org/entity/Q49326;1400-01-01T00:00:00Z;1481-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q56412458;llm_imputed;0.8;False;Wikipedia Scrape;Sunan Bungkul
Kesultanan Aceh;Naqiatuddin dari Aceh;;;;;Zaqiatuddin dari Aceh;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;1650-01-01T00:00:00Z;1678-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q12500116;wikidata;1.0;False;;Naqiatuddin dari Aceh
Majapahit;Taming Sari;;;;;;Majapahit;Trowulan;;Singhasari;Demak Sultanate;1292;http://www.wikidata.org/entity/Q49326;1450-01-01T00:00:00Z;1450-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q7362516;llm_imputed;0.0;False;Wikipedia Scrape;Taming Sari
Majapahit;Taming Sari;;;;;;Majapahit;Trowulan;;Singhasari;Pagaruyung Kingdom;1292;http://www.wikidata.org/entity/Q49326;1450-01-01T00:00:00Z;1450-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q7362516;llm_imputed;0.0;False;Wikipedia Scrape;Taming Sari
Majapahit;Taming Sari;;;;;;Majapahit;Trowulan;;Singhasari;Blambangan Kingdom;1292;http://www.wikidata.org/entity/Q49326;1450-01-01T00:00:00Z;1450-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q7362516;llm_imputed;0.0;False;Wikipedia Scrape;Taming Sari
Majapahit;Taming Sari;;;;;;Majapahit;Trowulan;;Singhasari;Malacca Sultanate;1292;http://www.wikidata.org/entity/Q49326;1450-01-01T00:00:00Z;1450-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q7362516;llm_imputed;0.0;False;Wikipedia Scrape;Taming Sari
Majapahit;Taming Sari;;;;;;Majapahit;Trowulan;;Singhasari;Sultanate of Gowa;1292;http://www.wikidata.org/entity/Q49326;1450-01-01T00:00:00Z;1450-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q7362516;llm_imputed;0.0;False;Wikipedia Scrape;Taming Sari
Majapahit;Taming Sari;;;;;;Majapahit;Trowulan;;Singhasari;Bruneian Sultanate;1292;http://www.wikidata.org/entity/Q49326;1450-01-01T00:00:00Z;1450-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q7362516;llm_imputed;0.0;False;Wikipedia Scrape;Taming Sari
Kesultanan Aceh;Zaqiatuddin dari Aceh;;;Naqiatuddin dari Aceh;;Zaqiatuddin dari Aceh;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;1650-01-01T00:00:00Z;1678-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q12500116;wikidata;1.0;False;;Zaqiatuddin dari Aceh
Kesultanan Palembang;Syarif Ali bin Syekhabubakar;;;;;;;;;;;;;1790-01-01T00:00:00Z;1877-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q55758912;wikidata;1.0;False;;Syarif Ali bin Syekhabubakar
Kesultanan Aceh;Salahuddin dari Aceh;;Ali Mughayat Syah dari Aceh;;;;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;;1548-11-25T00:00:00Z;;;;http://www.wikidata.org/entity/Q4264920;wikidata;1.0;False;;Salahuddin dari Aceh
Kesultanan Aceh;Zainal Abidin dari Aceh;;;;;;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;;1579-10-15T00:00:00Z;;;;http://www.wikidata.org/entity/Q12525393;llm_imputed;0.5;False;Wikipedia Scrape;Zainal Abidin dari Aceh
Kesultanan Aceh;Zainatuddin dari Aceh;;Raja Umar bin Sutan Muda Muhammad Muhidudin;;;;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;1641-01-01T00:00:00Z;1700-01-01T00:00:00Z;Sultanah Zaqiatuddin Inayat Syah;;;http://www.wikidata.org/entity/Q12525394;llm_imputed;0.7;False;Wikipedia Scrape;Zainatuddin dari Aceh
Majapahit;Wikramawardhana;;;Dyah Nertaja;Kusumawardhani;Kertawijaya;Majapahit;Trowulan;;Singhasari;Demak Sultanate;;http://www.wikidata.org/entity/Q49326;1365-01-01T00:00:00Z;1429-01-01T00:00:00Z;;Hayam Wuruk;Wangsa Rajasa;http://www.wikidata.org/entity/Q12452603;wikidata;1.0;False;;Wikramawardhana
Majapahit;Wikramawardhana;;;Dyah Nertaja;Kusumawardhani;Kertawijaya;Majapahit;Trowulan;;Singhasari;Pagaruyung Kingdom;;http://www.wikidata.org/entity/Q49326;1365-01-01T00:00:00Z;1429-01-01T00:00:00Z;;Hayam Wuruk;Wangsa Rajasa;http://www.wikidata.org/entity/Q12452603;wikidata;1.0;False;;Wikramawardhana
Majapahit;Wikramawardhana;;;Dyah Nertaja;Kusumawardhani;Kertawijaya;Majapahit;Trowulan;;Singhasari;Blambangan Kingdom;;http://www.wikidata.org/entity/Q49326;1365-01-01T00:00:00Z;1429-01-01T00:00:00Z;;Hayam Wuruk;Wangsa Rajasa;http://www.wikidata.org/entity/Q12452603;wikidata;1.0;False;;Wikramawardhana
Majapahit;Wikramawardhana;;;Dyah Nertaja;Kusumawardhani;Kertawijaya;Majapahit;Trowulan;;Singhasari;Malacca Sultanate;;http://www.wikidata.org/entity/Q49326;1365-01-01T00:00:00Z;1429-01-01T00:00:00Z;;Hayam Wuruk;Wangsa Rajasa;http://www.wikidata.org/entity/Q12452603;wikidata;1.0;False;;Wikramawardhana
Majapahit;Wikramawardhana;;;Dyah Nertaja;Kusumawardhani;Kertawijaya;Majapahit;Trowulan;;Singhasari;Sultanate of Gowa;;http://www.wikidata.org/entity/Q49326;1365-01-01T00:00:00Z;1429-01-01T00:00:00Z;;Hayam Wuruk;Wangsa Rajasa;http://www.wikidata.org/entity/Q12452603;wikidata;1.0;False;;Wikramawardhana
Majapahit;Wikramawardhana;;;Dyah Nertaja;Kusumawardhani;Kertawijaya;Majapahit;Trowulan;;Singhasari;Bruneian Sultanate;;http://www.wikidata.org/entity/Q49326;1365-01-01T00:00:00Z;1429-01-01T00:00:00Z;;Hayam Wuruk;Wangsa Rajasa;http://www.wikidata.org/entity/Q12452603;wikidata;1.0;False;;Wikramawardhana
Kesultanan Banten;Maulana Hasanuddin;;Sunan Gunung Jati;;;Maulana Yusuf;;Old Banten;;Cirebon Sultanate, Demak Sultanate, Sunda Kingdom;Bantam Presidency, Bantam Residency, Batavia, Dutch East IndiesBatavia;1526;;1478-01-01T00:00:00Z;1570-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q12497581;wikidata;1.0;False;;Maulana Hasanuddin
Kesultanan Aceh;Alauddin bin Ahmad dari Perak;;;;janda sultan sebelumnya;putri Alauddin Mansur Syah;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;;1585-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q17425033;llm_imputed;0.6;False;Wikipedia Scrape;Alauddin bin Ahmad dari Perak
Kesultanan Aceh;Sultan Mahmud Syah;;Sultan Sulaiman Syah;;Pocut Meurah Awan;;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;;1874-01-28T00:00:00Z;;;;http://www.wikidata.org/entity/Q17510514;llm_imputed;0.9;False;Wikipedia Scrape;Sultan Mahmud Syah
Kesultanan Aceh;Alauddin Muhammad Syah;;Sultan Alauddin Mahmud Syah I;;Merah di Awan;;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;1760-01-01T00:00:00Z;1795-01-01T00:00:00Z;Tuanku Cut;;;http://www.wikidata.org/entity/Q18204967;llm_imputed;0.8;False;Wikipedia Scrape;Alauddin Muhammad Syah
Kesultanan Aceh;Jauharul Alam dari Aceh;;;;;Wandi Tebing;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;;1726-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q18206739;llm_imputed;0.6;False;Wikipedia Scrape;Jauharul Alam dari Aceh
Kesultanan Aceh;Sultan Alauddin Jauhar al-Alam;;Alauddin Muhammad Syah;Pocut Meurah Awan;;;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;1786-01-01T00:00:00Z;1823-12-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q18204957;llm_imputed;0.8;False;Wikipedia Scrape;Sultan Alauddin Jauhar al-Alam
Kesultanan Aceh;Sultan Badruddin Johan Syah;;;;;Pocut Meurah Awan;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;;1765-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q18205086;llm_imputed;0.7;False;Wikipedia Scrape;Sultan Badruddin Johan Syah
Kesultanan Aceh;Sultan Sulaiman Ali Iskandar Syah;;Sultan Alauddin Muhammad Syah Da'ud I;;Syaribanun, Tengku Seriati binti Abbas, adik Uleebalang dari VII Mukim;;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;;1857-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q18204972;llm_imputed;0.9;False;Wikipedia Scrape;Sultan Sulaiman Ali Iskandar Syah
Kesultanan Aceh;Ali Ri'ayat Syah II;;Munawwar Syah;;;;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;;1589-06-28T00:00:00Z;Raja Dewi;;;http://www.wikidata.org/entity/Q18211069;llm_imputed;0.8;False;Wikipedia Scrape;Ali Ri'ayat Syah II
Kesultanan Aceh;Syamsul Alam dari Aceh;;;;;;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;;1727-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q18211090;llm_imputed;0.2;False;Wikipedia Scrape;Syamsul Alam dari Aceh
Kesultanan Banjar;Demang Lehman;;;;;;;Banjarmasin, Martapura, South Kalimantan, Murung Raya Regency;Sunni Islam;Negara Daha;Dutch East Indies;1526;;1832-01-01T00:00:00Z;1864-02-27T00:00:00Z;;;;http://www.wikidata.org/entity/Q12481200;llm_imputed;0.0;False;Wikipedia Scrape;Demang Lehman
Kesultanan Aceh;Iskandar Tsani dari Aceh;;Ahmad Shah II of Pahang;;Safiatuddin dari Aceh;;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;1610-01-01T00:00:00Z;1641-02-15T00:00:00Z;;;;http://www.wikidata.org/entity/Q4264509;wikidata;1.0;False;;Iskandar Tsani dari Aceh
Kesultanan Banten;Abu al-Fadhl;;Abu an-Nasr;;;;;;;;;;;http://www.wikidata.org/.well-known/genid/f9ae6c7a1c272153117e99a2bf8cadd7;1690-01-01T00:00:00Z;Abu al-Mahasin;;;http://www.wikidata.org/entity/Q57818896;wikidata;1.0;False;;Abu al-Fadhl
Kesultanan Banten;Abu al-Mafakhir;;Maulana Muhammad;;;Abu al-Ma'ali;;Old Banten;;Cirebon Sultanate, Demak Sultanate, Sunda Kingdom;Bantam Presidency, Bantam Residency, Batavia, Dutch East IndiesBatavia;1526;;1596-01-01T00:00:00Z;1651-03-10T00:00:00Z;;;;http://www.wikidata.org/entity/Q7130931;wikidata;1.0;False;;Abu al-Mafakhir
Majapahit;Wikramawardhana;;;Dyah Nertaja;Kusumawardhani;Suhita;Majapahit;Trowulan;;Singhasari;Demak Sultanate;;http://www.wikidata.org/entity/Q49326;1365-01-01T00:00:00Z;1429-01-01T00:00:00Z;;Hayam Wuruk;Wangsa Rajasa;http://www.wikidata.org/entity/Q12452603;wikidata;1.0;False;;Wikramawardhana
Majapahit;Wikramawardhana;;;Dyah Nertaja;Kusumawardhani;Suhita;Majapahit;Trowulan;;Singhasari;Pagaruyung Kingdom;;http://www.wikidata.org/entity/Q49326;1365-01-01T00:00:00Z;1429-01-01T00:00:00Z;;Hayam Wuruk;Wangsa Rajasa;http://www.wikidata.org/entity/Q12452603;wikidata;1.0;False;;Wikramawardhana
Majapahit;Wikramawardhana;;;Dyah Nertaja;Kusumawardhani;Suhita;Majapahit;Trowulan;;Singhasari;Blambangan Kingdom;;http://www.wikidata.org/entity/Q49326;1365-01-01T00:00:00Z;1429-01-01T00:00:00Z;;Hayam Wuruk;Wangsa Rajasa;http://www.wikidata.org/entity/Q12452603;wikidata;1.0;False;;Wikramawardhana
Majapahit;Wikramawardhana;;;Dyah Nertaja;Kusumawardhani;Suhita;Majapahit;Trowulan;;Singhasari;Malacca Sultanate;;http://www.wikidata.org/entity/Q49326;1365-01-01T00:00:00Z;1429-01-01T00:00:00Z;;Hayam Wuruk;Wangsa Rajasa;http://www.wikidata.org/entity/Q12452603;wikidata;1.0;False;;Wikramawardhana
Majapahit;Wikramawardhana;;;Dyah Nertaja;Kusumawardhani;Suhita;Majapahit;Trowulan;;Singhasari;Sultanate of Gowa;;http://www.wikidata.org/entity/Q49326;1365-01-01T00:00:00Z;1429-01-01T00:00:00Z;;Hayam Wuruk;Wangsa Rajasa;http://www.wikidata.org/entity/Q12452603;wikidata;1.0;False;;Wikramawardhana
Majapahit;Wikramawardhana;;;Dyah Nertaja;Kusumawardhani;Suhita;Majapahit;Trowulan;;Singhasari;Bruneian Sultanate;;http://www.wikidata.org/entity/Q49326;1365-01-01T00:00:00Z;1429-01-01T00:00:00Z;;Hayam Wuruk;Wangsa Rajasa;http://www.wikidata.org/entity/Q12452603;wikidata;1.0;False;;Wikramawardhana
Kesultanan Aceh;Syamsuddin As-Sumatrani;;Abdullah;;;;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;1570-01-01T00:00:00Z;1630-02-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q61118438;llm_imputed;0.7;False;Wikipedia Scrape;Syamsuddin As-Sumatrani
Kerajaan Sunda;Sri Baduga Maharaja;;;;;Rara Santang;;;;;;;;;;;;;http://www.wikidata.org/entity/Q4201860;wikidata;1.0;False;;Sri Baduga Maharaja
Majapahit;Bondan Kajawan;;Kertabhumi;;;Ki Getas Pendawa;Majapahit;Trowulan;;Singhasari;Demak Sultanate;1292;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q17999748;wikidata;1.0;False;;Bondan Kajawan
Majapahit;Bondan Kajawan;;Kertabhumi;;;Ki Getas Pendawa;Majapahit;Trowulan;;Singhasari;Pagaruyung Kingdom;1292;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q17999748;wikidata;1.0;False;;Bondan Kajawan
Majapahit;Bondan Kajawan;;Kertabhumi;;;Ki Getas Pendawa;Majapahit;Trowulan;;Singhasari;Blambangan Kingdom;1292;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q17999748;wikidata;1.0;False;;Bondan Kajawan
Majapahit;Bondan Kajawan;;Kertabhumi;;;Ki Getas Pendawa;Majapahit;Trowulan;;Singhasari;Malacca Sultanate;1292;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q17999748;wikidata;1.0;False;;Bondan Kajawan
Majapahit;Bondan Kajawan;;Kertabhumi;;;Ki Getas Pendawa;Majapahit;Trowulan;;Singhasari;Sultanate of Gowa;1292;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q17999748;wikidata;1.0;False;;Bondan Kajawan
Majapahit;Bondan Kajawan;;Kertabhumi;;;Ki Getas Pendawa;Majapahit;Trowulan;;Singhasari;Bruneian Sultanate;1292;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q17999748;wikidata;1.0;False;;Bondan Kajawan
Majapahit;Bondan Kajawan;;Kertabhumi;;;Nyai Ageng Ngerang;Majapahit;Trowulan;;Singhasari;Demak Sultanate;1292;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q17999748;wikidata;1.0;False;;Bondan Kajawan
Majapahit;Bondan Kajawan;;Kertabhumi;;;Nyai Ageng Ngerang;Majapahit;Trowulan;;Singhasari;Pagaruyung Kingdom;1292;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q17999748;wikidata;1.0;False;;Bondan Kajawan
Majapahit;Bondan Kajawan;;Kertabhumi;;;Nyai Ageng Ngerang;Majapahit;Trowulan;;Singhasari;Blambangan Kingdom;1292;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q17999748;wikidata;1.0;False;;Bondan Kajawan
Majapahit;Bondan Kajawan;;Kertabhumi;;;Nyai Ageng Ngerang;Majapahit;Trowulan;;Singhasari;Malacca Sultanate;1292;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q17999748;wikidata;1.0;False;;Bondan Kajawan
Majapahit;Bondan Kajawan;;Kertabhumi;;;Nyai Ageng Ngerang;Majapahit;Trowulan;;Singhasari;Sultanate of Gowa;1292;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q17999748;wikidata;1.0;False;;Bondan Kajawan
Majapahit;Bondan Kajawan;;Kertabhumi;;;Nyai Ageng Ngerang;Majapahit;Trowulan;;Singhasari;Bruneian Sultanate;1292;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q17999748;wikidata;1.0;False;;Bondan Kajawan
Kerajaan Mataram;Sri Isyana Tunggawijaya;;Mpu Sindok;;Lokapala;Makutawangsawardhana;;;;;;;;;;;;;http://www.wikidata.org/entity/Q12454585;wikidata;1.0;False;;Sri Isyana Tunggawijaya
Kesultanan Siak Sri Inderapura;Sayyid Ismail dari Siak;;;;;;;;;;;;;;;Sultan Syarif Kasim I;;;http://www.wikidata.org/entity/Q19732020;llm_imputed;0.7;False;Wikipedia Scrape;Sayyid Ismail dari Siak
Majapahit;Bondan Kajawan;;Kertabhumi;;;Ki Ageng Wanasaba;Majapahit;Trowulan;;Singhasari;Demak Sultanate;1292;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q17999748;wikidata;1.0;False;;Bondan Kajawan
Majapahit;Bondan Kajawan;;Kertabhumi;;;Ki Ageng Wanasaba;Majapahit;Trowulan;;Singhasari;Pagaruyung Kingdom;1292;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q17999748;wikidata;1.0;False;;Bondan Kajawan
Majapahit;Bondan Kajawan;;Kertabhumi;;;Ki Ageng Wanasaba;Majapahit;Trowulan;;Singhasari;Blambangan Kingdom;1292;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q17999748;wikidata;1.0;False;;Bondan Kajawan
Majapahit;Bondan Kajawan;;Kertabhumi;;;Ki Ageng Wanasaba;Majapahit;Trowulan;;Singhasari;Malacca Sultanate;1292;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q17999748;wikidata;1.0;False;;Bondan Kajawan
Majapahit;Bondan Kajawan;;Kertabhumi;;;Ki Ageng Wanasaba;Majapahit;Trowulan;;Singhasari;Sultanate of Gowa;1292;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q17999748;wikidata;1.0;False;;Bondan Kajawan
Majapahit;Bondan Kajawan;;Kertabhumi;;;Ki Ageng Wanasaba;Majapahit;Trowulan;;Singhasari;Bruneian Sultanate;1292;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q17999748;wikidata;1.0;False;;Bondan Kajawan
Kesultanan Aceh;Teuku Nanta Seutia;;Datuk Makhudum Sati;;;Teuku Rayut;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;;;;;;http://www.wikidata.org/entity/Q19744098;wikidata;1.0;False;;Teuku Nanta Seutia
Kesultanan Siak Sri Inderapura;Yahya dari Siak;;Sultan Ismail;;;;;;;;;;;;;;;;http://www.wikidata.org/entity/Q7443095;llm_imputed;0.8;False;Wikipedia Scrape;Yahya dari Siak
Kerajaan Bali;Mpu Kuturan;;;;;;;;;;;;;;;Mpu Baradah;;;http://www.wikidata.org/entity/Q107676358;llm_imputed;0.7;False;Wikipedia Scrape;Mpu Kuturan
Majapahit;Mpu Kuturan;;;;;;Majapahit;Trowulan;;Singhasari;Demak Sultanate;;http://www.wikidata.org/entity/Q49326;;;Mpu Baradah;;;http://www.wikidata.org/entity/Q107676358;llm_imputed;0.7;False;Wikipedia Scrape;Mpu Kuturan
Majapahit;Mpu Kuturan;;;;;;Majapahit;Trowulan;;Singhasari;Pagaruyung Kingdom;;http://www.wikidata.org/entity/Q49326;;;Mpu Baradah;;;http://www.wikidata.org/entity/Q107676358;llm_imputed;0.7;False;Wikipedia Scrape;Mpu Kuturan
Majapahit;Mpu Kuturan;;;;;;Majapahit;Trowulan;;Singhasari;Blambangan Kingdom;;http://www.wikidata.org/entity/Q49326;;;Mpu Baradah;;;http://www.wikidata.org/entity/Q107676358;llm_imputed;0.7;False;Wikipedia Scrape;Mpu Kuturan
Majapahit;Mpu Kuturan;;;;;;Majapahit;Trowulan;;Singhasari;Malacca Sultanate;;http://www.wikidata.org/entity/Q49326;;;Mpu Baradah;;;http://www.wikidata.org/entity/Q107676358;llm_imputed;0.7;False;Wikipedia Scrape;Mpu Kuturan
Majapahit;Mpu Kuturan;;;;;;Majapahit;Trowulan;;Singhasari;Sultanate of Gowa;;http://www.wikidata.org/entity/Q49326;;;Mpu Baradah;;;http://www.wikidata.org/entity/Q107676358;llm_imputed;0.7;False;Wikipedia Scrape;Mpu Kuturan
Majapahit;Mpu Kuturan;;;;;;Majapahit;Trowulan;;Singhasari;Bruneian Sultanate;;http://www.wikidata.org/entity/Q49326;;;Mpu Baradah;;;http://www.wikidata.org/entity/Q107676358;llm_imputed;0.7;False;Wikipedia Scrape;Mpu Kuturan
Kesultanan Aceh;Sultan Perkasa Alam Syarif Lamtui;;;;;Jamalul Alam dari Aceh;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;;;;;;http://www.wikidata.org/entity/Q18210821;wikidata;1.0;False;;Sultan Perkasa Alam Syarif Lamtui
Majapahit;Patih Udara;;Patih Wahan;;Putri dari Pate Pimtor (Menak Pentor);Pate Sepetat (Menak Sapetak), Putri yang menikah dengan Batara Vojyaya;Majapahit;Trowulan;;Singhasari;Demak Sultanate;1292;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q12503736;llm_imputed;0.8;False;Wikipedia Scrape;Patih Udara
Majapahit;Patih Udara;;Patih Wahan;;Putri dari Pate Pimtor (Menak Pentor);Pate Sepetat (Menak Sapetak), Putri yang menikah dengan Batara Vojyaya;Majapahit;Trowulan;;Singhasari;Pagaruyung Kingdom;1292;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q12503736;llm_imputed;0.8;False;Wikipedia Scrape;Patih Udara
Majapahit;Patih Udara;;Patih Wahan;;Putri dari Pate Pimtor (Menak Pentor);Pate Sepetat (Menak Sapetak), Putri yang menikah dengan Batara Vojyaya;Majapahit;Trowulan;;Singhasari;Blambangan Kingdom;1292;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q12503736;llm_imputed;0.8;False;Wikipedia Scrape;Patih Udara
Majapahit;Patih Udara;;Patih Wahan;;Putri dari Pate Pimtor (Menak Pentor);Pate Sepetat (Menak Sapetak), Putri yang menikah dengan Batara Vojyaya;Majapahit;Trowulan;;Singhasari;Malacca Sultanate;1292;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q12503736;llm_imputed;0.8;False;Wikipedia Scrape;Patih Udara
Majapahit;Patih Udara;;Patih Wahan;;Putri dari Pate Pimtor (Menak Pentor);Pate Sepetat (Menak Sapetak), Putri yang menikah dengan Batara Vojyaya;Majapahit;Trowulan;;Singhasari;Sultanate of Gowa;1292;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q12503736;llm_imputed;0.8;False;Wikipedia Scrape;Patih Udara
Majapahit;Patih Udara;;Patih Wahan;;Putri dari Pate Pimtor (Menak Pentor);Pate Sepetat (Menak Sapetak), Putri yang menikah dengan Batara Vojyaya;Majapahit;Trowulan;;Singhasari;Bruneian Sultanate;1292;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q12503736;llm_imputed;0.8;False;Wikipedia Scrape;Patih Udara
Kesultanan Aceh;Teuku Nanta Seutia;;Datuk Makhudum Sati;;;Cut Nya’ Dhien;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496;;;;;;;http://www.wikidata.org/entity/Q19744098;wikidata;1.0;False;;Teuku Nanta Seutia
