kerajaan;orang;peran;ayah;ibu;pasangan;anak;namaKerajaan;ibuKota;agama;pendahulu;penerus;tahunMulai;wikidataID;tglLahir;tglMati;saudara;kerabat;dinasti;personWikidataID;source;confidence_score;manual_check;data_source;master_id;orang_PageRank;orang_Louvain_Cluster;orang_Betweenness;orang_AdamicAdar_Avg;kerajaan_PageRank;kerajaan_Louvain_Cluster;kerajaan_Betweenness
Kesultanan Aceh;Nuruddin al-Raniri;;Ali ibnu Hasanji ibnu Muhammad Hamid;;;;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496.0;;http://www.wikidata.org/.well-known/genid/d0bb1675fb12f03a03c16b47017767af;1658-09-21T00:00:00Z;;;;http://www.wikidata.org/entity/Q7070303;llm_imputed;0.7;False;Wikipedia Scrape;Nuruddin al-Raniri;0.0019439780925336215;16;0.0012420217353803693;0.27108503068181683;0.04317422354211073;16;0.04325944454027946
Kesultanan Aceh;Husain Ali Riayat Syah dari Aceh;;Alauddin al-Qahhar dari Aceh;;;Muda dari Aceh;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496.0;;;1579-06-08T00:00:00Z;;;;http://www.wikidata.org/entity/Q12709858;wikidata;1.0;False;;Husain Ali Riayat Syah dari Aceh;0.004570092268202295;16;8.625150940141453e-06;0.3080772112174313;0.04317422354211073;16;0.04325944454027946
Kesultanan Demak;Sunan Gunung Jati;;Syarif Abdullah Umdatuddin;;;Maulana Hasanuddin;;;;;;;;1448-01-01T00:00:00Z;1569-01-01T00:00:00Z;;;Alawiyyin;http://www.wikidata.org/entity/Q4201195;wikidata;1.0;False;;Sunan Gunung Jati;0.003303071726438715;5;0.050314818009315164;0.8804099177002128;0.004298662567649228;9;0.04616755793226381
kerajaan demak;Sunan Bonang;;Sunan Ampel;;;;;;;;;;;1465-01-01T00:00:00Z;1525-01-01T00:00:00Z;Sunan Drajat;Sunan Giri;;http://www.wikidata.org/entity/Q7443276;wikidata;1.0;False;;Sunan Bonang;0.0019439780925336215;9;0.005175090564084872;0.9102392266268373;0.002357133094793344;9;0.0
Kesultanan Banten;Maulana Muhammad;;Maulana Yusuf;;;Abu al-Mafakhir;;;;;;;;1982-08-08T00:00:00Z;;;;;http://www.wikidata.org/entity/Q123896563;wikidata;1.0;False;;Maulana Muhammad;0.0034772182361475323;14;0.0017854062446092808;0.4944548412026446;0.015074013535885198;14;0.03701052268414697
Kesultanan Cirebon;Sunan Gunung Jati;;Syarif Abdullah Umdatuddin;;;Maulana Hasanuddin;;;;;;;;1448-01-01T00:00:00Z;1569-01-01T00:00:00Z;;;Alawiyyin;http://www.wikidata.org/entity/Q4201195;wikidata;1.0;False;;Sunan Gunung Jati;0.003303071726438715;5;0.050314818009315164;0.8804099177002128;0.004770561299687042;5;0.005051463400609512
Kesultanan Banten;Syifa Zainularifin;;Abu al-Mahasin;;;Arif Zainulasyiqin;;;;;;;;http://www.wikidata.org/.well-known/genid/1de0d03f0e665e7aaf6d143b26b7c5d7;1750-01-01T00:00:00Z;Wasi Zainulalimin;;;http://www.wikidata.org/entity/Q57820133;wikidata;1.0;False;;Syifa Zainularifin;0.004094209846349592;14;0.0017422804899085735;0.5923265686365414;0.015074013535885198;14;0.03701052268414697
Kesultanan Banten;Abu al-Ma'ali;;Abu al-Mafakhir;;;Tirtayasa dari Banten;;;;;;;;http://www.wikidata.org/.well-known/genid/18c9b24f542db93a3c45cebe1db76186;1650-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q41799422;wikidata;1.0;False;;Abu al-Ma'ali;0.004260524825276878;14;8.625150940141453e-06;0.5189599857863878;0.015074013535885198;14;0.03701052268414697
Kesultanan Aceh;Sultan Ali Riayat Syah;;Sultan Alauddin Riayat Syah;;;;;;;;;;;;1607-04-04T00:00:00Z;;;;http://www.wikidata.org/entity/Q17424988;wikidata;1.0;False;;Sultan Ali Riayat Syah;0.003381526500650478;16;0.0;0.27108503068181683;0.04317422354211073;16;0.04325944454027946
Kesultanan Aceh;Alauddin al-Qahhar dari Aceh;;Ali Mughayat Syah dari Aceh;;;Husain Ali Riayat Syah dari Aceh;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496.0;;;1571-09-28T00:00:00Z;;;;http://www.wikidata.org/entity/Q4708856;wikidata;1.0;False;;Alauddin al-Qahhar dari Aceh;0.005890016441006899;16;2.5875452820424358e-05;0.3177639653806291;0.04317422354211073;16;0.04325944454027946
Kesultanan Demak;Sunan Kudus;;Sunan Ngudung;;;;;;;;;;;;1550-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q5261519;wikidata;1.0;False;;Sunan Kudus;0.0019439780925336215;9;0.0017422804899085735;0.7213475204444816;0.004298662567649228;9;0.04616755793226381
Kesultanan Aceh;Sultan Alauddin Johan Syah;;Sultan Alauddin Ahmad Syah;;;Sultan Alauddin Mahmud Syah I;;;;;;;;;1760-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q18204961;wikidata;1.0;False;;Sultan Alauddin Johan Syah;0.005053659228691363;16;8.625150940141453e-06;0.294424498031223;0.04317422354211073;16;0.04325944454027946
Kesultanan Aceh;Alauddin al-Qahhar dari Aceh;;Ali Mughayat Syah dari Aceh;;;Sri Alam dari Aceh;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496.0;;;1571-09-28T00:00:00Z;;;;http://www.wikidata.org/entity/Q4708856;wikidata;1.0;False;;Alauddin al-Qahhar dari Aceh;0.005890016441006899;16;2.5875452820424358e-05;0.3177639653806291;0.04317422354211073;16;0.04325944454027946
Kerajaan Kubu;Elizabeth Carter;;Rev. Nicolas Carter;Margaret Swayne;;;;, Batusangkar, Jepara, Kediri (city), Kolonodale, Kota Pinang, Kotapinang, Malangke, Manado Tua, Palopo, Pegun Island, Pekalongan, Sumenep (town), Watampone;, Animism, Buddhism, Christianity, Hinduism, Hindus, Islam, Sunni Islam;, Austronesian peoples, Bada Kingdom, Besoa Kingdom, Bowontehu Kingdom, Dharmasraya, Kahuripan, Kubu Kingdom, Napu Kingdom, Pagaruyung Kingdom, Pinang Awan Sultanate, Singasari, Sorimangaraja dynasty;, Company rule in the Dutch East IndiesDutch East India Company, Dharmasraya, Dutch East Indies, East Sumatra, Inderapura Kingdom, Koto Alang, Kubu Kingdom, Majapahit, Mataram Kingdom, Poso Regency, Republic of Indonesia, Singhasari, Sultanate of Deli, Sultanate of Ternate, Sumatra's West Coast ResidencySumatra's Westkust, West Kalimantan;;;1960-07-01T00:00:00Z;;;;;http://www.wikidata.org/entity/Q108801084;llm_imputed;0.9;False;Wikipedia Scrape;Elizabeth Carter;0.0019439780925336215;13;0.0013455235466620667;0.0;0.002071102708613536;13;0.0
Kesultanan Aceh;Sri Alam dari Aceh;;Alauddin al-Qahhar dari Aceh;;;;;;;;;;;;1579-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q17318556;wikidata;1.0;False;;Sri Alam dari Aceh;0.0031944824243547144;16;0.0;0.3080772112174313;0.04317422354211073;16;0.04325944454027946
Kesultanan Aceh;Ali Mughayat Syah dari Aceh;;;;;Salahuddin dari Aceh;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496.0;;;1530-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q868350;wikidata;1.0;False;;Ali Mughayat Syah dari Aceh;0.004570092268202295;16;8.625150940141453e-06;0.3080772112174313;0.04317422354211073;16;0.04325944454027946
Kesultanan Aceh;Iskandar Muda dari Aceh;;;;;Safiatuddin dari Aceh;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496.0;;1583-01-01T00:00:00Z;1636-12-27T00:00:00Z;;;;http://www.wikidata.org/entity/Q375774;wikidata;1.0;False;;Muda dari Aceh;0.00312144033209182;16;0.0;0.29442449803122295;0.04317422354211073;16;0.04325944454027946
Kesultanan Banten;Abu al-Mahasin;;Abu an-Nasr;;;Syifa Zainularifin;;;;;;;;http://www.wikidata.org/.well-known/genid/776342bfdce90153563b8e112b3290de;1733-01-01T00:00:00Z;Abu al-Fadhl;;;http://www.wikidata.org/entity/Q57819481;wikidata;1.0;False;;Abu al-Mahasin;0.006221722260959765;14;5.1750905640848716e-05;0.6879907069286404;0.015074013535885198;14;0.03701052268414697
Kesultanan Banten;Abu al-Mahasin;;Abu an-Nasr;;;Wasi Zainulalimin;;;;;;;;http://www.wikidata.org/.well-known/genid/776342bfdce90153563b8e112b3290de;1733-01-01T00:00:00Z;Abu al-Fadhl;;;http://www.wikidata.org/entity/Q57819481;wikidata;1.0;False;;Abu al-Mahasin;0.006221722260959765;14;5.1750905640848716e-05;0.6879907069286404;0.015074013535885198;14;0.03701052268414697
Kesultanan Aceh;Ali Mughayat Syah dari Aceh;;;;;Alauddin al-Qahhar dari Aceh;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496.0;;;1530-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q868350;wikidata;1.0;False;;Ali Mughayat Syah dari Aceh;0.004570092268202295;16;8.625150940141453e-06;0.3080772112174313;0.04317422354211073;16;0.04325944454027946
Kesultanan Lingga;Sulaiman II Badrul Alam Syah;;Abdul Rahman Muazzam Syah dari Lingga;;;;;;;;;;;http://www.wikidata.org/.well-known/genid/68d127c6441c7f5e61579ff1c1cb8030;1883-09-17T00:00:00Z;;;Wangsa Bendahara;http://www.wikidata.org/entity/Q12709895;wikidata;1.0;False;;Sulaiman II Badrul Alam Syah;0.0019439780925336215;15;1.7250301880282906e-05;0.0;0.0027702880970530666;15;0.0
Kesultanan Aceh;Sultan Alauddin Riayat Syah;;;;;Sultan Ali Riayat Syah;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496.0;;;1605-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q18204970;wikidata;1.0;False;;Sultan Alauddin Riayat Syah;0.003381526500650478;16;0.0;0.27108503068181683;0.04317422354211073;16;0.04325944454027946
Kesultanan Aceh;Badrul Alam dari Aceh;;;;;Jamalul Alam dari Aceh;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496.0;;;1702-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q18205088;wikidata;1.0;False;;Badrul Alam dari Aceh;0.0038098884060038746;16;0.0;0.2944244980312229;0.04317422354211073;16;0.04325944454027946
Kesultanan Aceh;Jamalul Alam dari Aceh;;Badrul Alam dari Aceh;;;;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496.0;;;1736-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q18206715;wikidata;1.0;False;;Jamalul Alam dari Aceh;0.004390713003413937;16;8.625150940141453e-06;0.27108503068181683;0.04317422354211073;16;0.04325944454027946
Kesultanan Aceh;Sultan Alauddin Ahmad Syah;;;;;Sultan Alauddin Johan Syah;;;;;;;;;1735-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q18204952;wikidata;1.0;False;;Sultan Alauddin Ahmad Syah;0.0033752201931828035;16;0.0;0.29442449803122295;0.04317422354211073;16;0.04325944454027946
Kesultanan Aceh;Sultan Alauddin Mahmud Syah I;;Sultan Alauddin Johan Syah;;;;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496.0;;;1781-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q18204965;wikidata;1.0;False;;Sultan Alauddin Mahmud Syah I;0.003938655498129776;16;2.5875452820424358e-05;0.3255258591925983;0.04317422354211073;16;0.04325944454027946
Kesultanan Banten;Maulana Yusuf;;Maulana Hasanuddin;;;Maulana Muhammad;;;;;;;;;;;;;http://www.wikidata.org/entity/Q109697553;wikidata;1.0;False;;Maulana Yusuf;0.0035550355420015086;14;0.008090391581852683;0.48526237529901123;0.015074013535885198;14;0.03701052268414697
Kesultanan Tidore;Saifuddin of Tidore;;Gorontalo of Tidore;;;;;Tidore;Sunni Islam;;Dutch East Indies;1081.0;;;1689-10-02T00:00:00Z;Gorian;;;http://www.wikidata.org/entity/Q90013551;llm_imputed;0.8;False;Wikipedia Scrape;Saifuddin of Tidore;0.0019439780925336215;12;0.00022425392444367777;0.7213475204444816;0.0059208215814599285;12;0.000362256339485941
Kesultanan Tidore;Ngarolamo;;Mole Majimu;;;daughter (unnamed);;Tidore;Sunni Islam;;Dutch East Indies;1081.0;;1590-01-01T00:00:00Z;1639-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q91720084;llm_imputed;0.8;False;Wikipedia Scrape;Ngarolamo;0.0019439780925336215;12;0.00022425392444367777;0.7213475204444816;0.0059208215814599285;12;0.000362256339485941
Kesultanan Banten;Abu an-Nasr;;Tirtayasa dari Banten;;;Abu al-Fadhl;;Old Banten;;Cirebon Sultanate, Demak Sultanate, Sunda Kingdom;Bantam Presidency, Bantam Residency, Batavia, Dutch East IndiesBatavia;1526.0;;http://www.wikidata.org/.well-known/genid/6c5c08311c650a4ac701bda3e78fda32;1687-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q4670294;wikidata;1.0;False;;Abu an-Nasr;0.005386546694803901;14;1.7250301880282906e-05;0.6623449706847596;0.015074013535885198;14;0.03701052268414697
Kesultanan Banten;Abu an-Nasr;;Tirtayasa dari Banten;;;Abu al-Mahasin;;Old Banten;;Cirebon Sultanate, Demak Sultanate, Sunda Kingdom;Bantam Presidency, Bantam Residency, Batavia, Dutch East IndiesBatavia;1526.0;;http://www.wikidata.org/.well-known/genid/6c5c08311c650a4ac701bda3e78fda32;1687-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q4670294;wikidata;1.0;False;;Abu an-Nasr;0.005386546694803901;14;1.7250301880282906e-05;0.6623449706847596;0.015074013535885198;14;0.03701052268414697
Kesultanan Banten;Tirtayasa dari Banten;;Abu al-Ma'ali;;;Abu an-Nasr;;Old Banten;;Cirebon Sultanate, Demak Sultanate, Sunda Kingdom;Bantam Presidency, Bantam Residency, Batavia, Dutch East IndiesBatavia;1526.0;;1631-01-01T00:00:00Z;1692-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q2914017;wikidata;1.0;False;;Tirtayasa dari Banten;0.004292838341475017;14;8.625150940141453e-06;0.559918125345013;0.015074013535885198;14;0.03701052268414697
Kerajaan Klungkung;Dewa Agung Istri Kanya;;Ida I Dewa Agung Putra;I Gusti Ayu Karang;;;;;;;;;;;1868-01-01T00:00:00Z;Dewa Agung Putra;;;http://www.wikidata.org/entity/Q29394457;llm_imputed;0.95;False;Wikipedia Scrape;Dewa Agung Istri Kanya;0.003359070006395717;7;0.0006727617733310333;0.6523258181758264;0.014440650974507804;7;0.0013023977919613594
Kerajaan Klungkung;Gusti Ayu Karang;;;;Dewa Agung Putra I Kusamba;Dewa Agung Istri Kanya, Dewa Agung Putra II;;;;;;;;;1814-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q29407853;llm_imputed;0.9;False;Wikipedia Scrape;Gusti Ayu Karang;0.0019439780925336215;7;4.312575470070727e-05;0.6325572979770098;0.014440650974507804;7;0.0013023977919613594
Sriwijaya;Samaratungga;;Samaragrawira;;Dewi Tara;Balaputradewa, Pramodhawardhani;;;;;;;;;0832-01-01T00:00:00Z;Balaputradewa;;;http://www.wikidata.org/entity/Q3176110;llm_imputed;0.7;False;Wikipedia Scrape;Samaratungga;0.0019439780925336215;17;0.00017250301880282907;0.0;0.0022745020943413996;17;0.0
Kadipaten Surabaya;Pangeran Pekik;;Jayalengkara;;;;;Surabaya;Islam;Demak Sultanate;Mataram Sultanate;;;1650-01-01T00:00:00Z;1659-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q12502604;wikidata;1.0;False;;Pangeran Pekik;0.003381526500650478;3;0.0;1.4426950408889634;0.0048190749087673335;3;0.0
Kesultanan Aceh;Muda dari Aceh;;Husain Ali Riayat Syah dari Aceh;;;;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496.0;;1579-01-01T00:00:00Z;1579-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q19661774;wikidata;1.0;False;;Muda dari Aceh;0.003238364934341197;16;0.0;0.2944244980312229;0.04317422354211073;16;0.04325944454027946
Majapahit;Sunan Bungkul;;;;;Dewi Wardah;Majapahit;Trowulan;;Singhasari;Demak Sultanate;1292.0;http://www.wikidata.org/entity/Q49326;1400-01-01T00:00:00Z;1481-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q56412458;llm_imputed;0.9;False;Wikipedia Scrape;Sunan Bungkul;0.0019439780925336215;8;0.0017422804899085735;0.36926937306885504;0.011990200389390741;8;0.059277787361278825
Majapahit;Sunan Bungkul;;;;;Dewi Wardah;Majapahit;Trowulan;;Singhasari;Pagaruyung Kingdom;1292.0;http://www.wikidata.org/entity/Q49326;1400-01-01T00:00:00Z;1481-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q56412458;llm_imputed;0.9;False;Wikipedia Scrape;Sunan Bungkul;0.0019439780925336215;8;0.0017422804899085735;0.36926937306885504;0.011990200389390741;8;0.059277787361278825
Majapahit;Sunan Bungkul;;;;;Dewi Wardah;Majapahit;Trowulan;;Singhasari;Blambangan Kingdom;1292.0;http://www.wikidata.org/entity/Q49326;1400-01-01T00:00:00Z;1481-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q56412458;llm_imputed;0.9;False;Wikipedia Scrape;Sunan Bungkul;0.0019439780925336215;8;0.0017422804899085735;0.36926937306885504;0.011990200389390741;8;0.059277787361278825
Majapahit;Sunan Bungkul;;;;;Dewi Wardah;Majapahit;Trowulan;;Singhasari;Malacca Sultanate;1292.0;http://www.wikidata.org/entity/Q49326;1400-01-01T00:00:00Z;1481-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q56412458;llm_imputed;0.9;False;Wikipedia Scrape;Sunan Bungkul;0.0019439780925336215;8;0.0017422804899085735;0.36926937306885504;0.011990200389390741;8;0.059277787361278825
Majapahit;Sunan Bungkul;;;;;Dewi Wardah;Majapahit;Trowulan;;Singhasari;Sultanate of Gowa;1292.0;http://www.wikidata.org/entity/Q49326;1400-01-01T00:00:00Z;1481-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q56412458;llm_imputed;0.9;False;Wikipedia Scrape;Sunan Bungkul;0.0019439780925336215;8;0.0017422804899085735;0.36926937306885504;0.011990200389390741;8;0.059277787361278825
Majapahit;Sunan Bungkul;;;;;Dewi Wardah;Majapahit;Trowulan;;Singhasari;Bruneian Sultanate;1292.0;http://www.wikidata.org/entity/Q49326;1400-01-01T00:00:00Z;1481-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q56412458;llm_imputed;0.9;False;Wikipedia Scrape;Sunan Bungkul;0.0019439780925336215;8;0.0017422804899085735;0.36926937306885504;0.011990200389390741;8;0.059277787361278825
Kesultanan Aceh;Naqiatuddin dari Aceh;;;;;Zaqiatuddin dari Aceh;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496.0;;1650-01-01T00:00:00Z;1678-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q12500116;wikidata;1.0;False;;Naqiatuddin dari Aceh;0.003381526500650478;16;0.0;0.27108503068181683;0.04317422354211073;16;0.04325944454027946
Majapahit;Taming Sari;;;;;;Majapahit;Trowulan;;Singhasari;Demak Sultanate;1292.0;http://www.wikidata.org/entity/Q49326;1450-01-01T00:00:00Z;1450-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q7362516;llm_imputed;0.0;False;Wikipedia Scrape;Taming Sari;0.0019439780925336215;8;0.0;0.36926937306885504;0.011990200389390741;8;0.059277787361278825
Majapahit;Taming Sari;;;;;;Majapahit;Trowulan;;Singhasari;Pagaruyung Kingdom;1292.0;http://www.wikidata.org/entity/Q49326;1450-01-01T00:00:00Z;1450-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q7362516;llm_imputed;0.0;False;Wikipedia Scrape;Taming Sari;0.0019439780925336215;8;0.0;0.36926937306885504;0.011990200389390741;8;0.059277787361278825
Majapahit;Taming Sari;;;;;;Majapahit;Trowulan;;Singhasari;Blambangan Kingdom;1292.0;http://www.wikidata.org/entity/Q49326;1450-01-01T00:00:00Z;1450-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q7362516;llm_imputed;0.0;False;Wikipedia Scrape;Taming Sari;0.0019439780925336215;8;0.0;0.36926937306885504;0.011990200389390741;8;0.059277787361278825
Majapahit;Taming Sari;;;;;;Majapahit;Trowulan;;Singhasari;Malacca Sultanate;1292.0;http://www.wikidata.org/entity/Q49326;1450-01-01T00:00:00Z;1450-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q7362516;llm_imputed;0.0;False;Wikipedia Scrape;Taming Sari;0.0019439780925336215;8;0.0;0.36926937306885504;0.011990200389390741;8;0.059277787361278825
Majapahit;Taming Sari;;;;;;Majapahit;Trowulan;;Singhasari;Sultanate of Gowa;1292.0;http://www.wikidata.org/entity/Q49326;1450-01-01T00:00:00Z;1450-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q7362516;llm_imputed;0.0;False;Wikipedia Scrape;Taming Sari;0.0019439780925336215;8;0.0;0.36926937306885504;0.011990200389390741;8;0.059277787361278825
Majapahit;Taming Sari;;;;;;Majapahit;Trowulan;;Singhasari;Bruneian Sultanate;1292.0;http://www.wikidata.org/entity/Q49326;1450-01-01T00:00:00Z;1450-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q7362516;llm_imputed;0.0;False;Wikipedia Scrape;Taming Sari;0.0019439780925336215;8;0.0;0.36926937306885504;0.011990200389390741;8;0.059277787361278825
Kesultanan Aceh;Zaqiatuddin dari Aceh;;;Naqiatuddin dari Aceh;;Zaqiatuddin dari Aceh;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496.0;;1650-01-01T00:00:00Z;1678-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q12500116;wikidata;1.0;False;;Zaqiatuddin dari Aceh;0.003381526500650478;16;0.0;0.27108503068181683;0.04317422354211073;16;0.04325944454027946
Kesultanan Palembang;Syarif Ali bin Syekhabubakar;;;;;;;;;;;;;1790-01-01T00:00:00Z;1877-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q55758912;wikidata;1.0;False;;Syarif Ali bin Syekhabubakar;0.0019439780925336215;18;0.0;0.0;0.003596598101572512;18;0.0
Kesultanan Aceh;Salahuddin dari Aceh;;Ali Mughayat Syah dari Aceh;;;;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496.0;;;1548-11-25T00:00:00Z;;;;http://www.wikidata.org/entity/Q4264920;wikidata;1.0;False;;Salahuddin dari Aceh;0.003238364934341197;16;0.0;0.2944244980312229;0.04317422354211073;16;0.04325944454027946
Kesultanan Aceh;Zainal Abidin dari Aceh;;;;;;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496.0;;;1579-10-15T00:00:00Z;;;;http://www.wikidata.org/entity/Q12525393;llm_imputed;0.5;False;Wikipedia Scrape;Zainal Abidin dari Aceh;0.0019439780925336215;16;0.0;0.27108503068181683;0.04317422354211073;16;0.04325944454027946
Kesultanan Aceh;Zainatuddin dari Aceh;;Raja Umar bin Sutan Muda Muhammad Muhidudin;;;;;Banda Aceh, Indrapuri, Aceh Besar;Sunni Islam;Lambri, Pasai, Pidie;Dutch East Indies;1496.0;;1641-01-01T00:00:00Z;1700-01-01T00:00:00Z;Sultanah Zaqiatuddin Inayat Syah;;;http://www.wikidata.org/entity/Q12525394;llm_imputed;0.7;False;Wikipedia Scrape;Zainatuddin dari Aceh;0.0019439780925336215;16;0.0024667931688804557;0.27108503068181683;0.04317422354211073;16;0.04325944454027946
Majapahit;Wikramawardhana;;;Dyah Nertaja;Kusumawardhani;Kertawijaya;Majapahit;Trowulan;;Singhasari;Demak Sultanate;;http://www.wikidata.org/entity/Q49326;1365-01-01T00:00:00Z;1429-01-01T00:00:00Z;;Hayam Wuruk;Wangsa Rajasa;http://www.wikidata.org/entity/Q12452603;wikidata;1.0;False;;Wikramawardhana;0.0029478940505871633;8;0.006020355356218734;0.47231901884663813;0.011990200389390741;8;0.059277787361278825
Majapahit;Wikramawardhana;;;Dyah Nertaja;Kusumawardhani;Kertawijaya;Majapahit;Trowulan;;Singhasari;Pagaruyung Kingdom;;http://www.wikidata.org/entity/Q49326;1365-01-01T00:00:00Z;1429-01-01T00:00:00Z;;Hayam Wuruk;Wangsa Rajasa;http://www.wikidata.org/entity/Q12452603;wikidata;1.0;False;;Wikramawardhana;0.0029478940505871633;8;0.006020355356218734;0.47231901884663813;0.011990200389390741;8;0.059277787361278825
Majapahit;Wikramawardhana;;;Dyah Nertaja;Kusumawardhani;Kertawijaya;Majapahit;Trowulan;;Singhasari;Blambangan Kingdom;;http://www.wikidata.org/entity/Q49326;1365-01-01T00:00:00Z;1429-01-01T00:00:00Z;;Hayam Wuruk;Wangsa Rajasa;http://www.wikidata.org/entity/Q12452603;wikidata;1.0;False;;Wikramawardhana;0.0029478940505871633;8;0.006020355356218734;0.47231901884663813;0.011990200389390741;8;0.059277787361278825
Majapahit;Wikramawardhana;;;Dyah Nertaja;Kusumawardhani;Kertawijaya;Majapahit;Trowulan;;Singhasari;Malacca Sultanate;;http://www.wikidata.org/entity/Q49326;1365-01-01T00:00:00Z;1429-01-01T00:00:00Z;;Hayam Wuruk;Wangsa Rajasa;http://www.wikidata.org/entity/Q12452603;wikidata;1.0;False;;Wikramawardhana;0.0029478940505871633;8;0.006020355356218734;0.47231901884663813;0.011990200389390741;8;0.059277787361278825
Majapahit;Wikramawardhana;;;Dyah Nertaja;Kusumawardhani;Kertawijaya;Majapahit;Trowulan;;Singhasari;Sultanate of Gowa;;http://www.wikidata.org/entity/Q49326;1365-01-01T00:00:00Z;1429-01-01T00:00:00Z;;Hayam Wuruk;Wangsa Rajasa;http://www.wikidata.org/entity/Q12452603;wikidata;1.0;False;;Wikramawardhana;0.0029478940505871633;8;0.006020355356218734;0.47231901884663813;0.011990200389390741;8;0.059277787361278825
Majapahit;Wikramawardhana;;;Dyah Nertaja;Kusumawardhani;Kertawijaya;Majapahit;Trowulan;;Singhasari;Bruneian Sultanate;;http://www.wikidata.org/entity/Q49326;1365-01-01T00:00:00Z;1429-01-01T00:00:00Z;;Hayam Wuruk;Wangsa Rajasa;http://www.wikidata.org/entity/Q12452603;wikidata;1.0;False;;Wikramawardhana;0.0029478940505871633;8;0.006020355356218734;0.47231901884663813;0.011990200389390741;8;0.059277787361278825
Kesultanan Banten;Maulana Hasanuddin;;Sunan Gunung Jati;;;Maulana Yusuf;;Old Banten;;Cirebon Sultanate, Demak Sultanate, Sunda Kingdom;Bantam Presidency, Bantam Residency, Batavia, Dutch East IndiesBatavia;1526.0;;1478-01-01T00:00:00Z;1570-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q12497581;wikidata;1.0;False;;Maulana Hasanuddin;0.0030777735325594876;14;0.03864067621183371;0.45990331278617613;0.015074013535885198;14;0.03701052268414697
