kerajaan;orang;peran;ayah;ibu;pasangan;anak;namaKerajaan;ibuKota;agama;pendahulu;penerus;tahunMulai;wikidataID;tglLahir;tglMati;saudara;kerabat;dinasti;personWikidataID;orang_PageRank;orang_Louvain_Cluster;kerajaan_PageRank;kerajaan_Louvain_Cluster
Kesultanan Banjar;Soeria Kasoema;pejabat pemerintahan;Bayan Aji;Galuh Salamah;Ratu Lim Pe Tek Nio (Siti Ra’imah);;;Banjarmasin, Martapura, South Kalimantan, Murung Raya Regency;Sunni Islam;Negara Daha;Dutch East Indies;1526.0;;;;HM Normas, Ung Dibab (M. Jafri), Galuh Rahmah, Galuh Amnah (Aminah), H Hamid, HM Said (Datu M Said);;;http://www.wikidata.org/entity/Q12515777;0.0019840325587610046;0;0.022505893445362482;5
Kerajaan Klungkung;Dewa Agung Jambe I;;;;;Dewa Agung Gede;;;;;;;;;;;Dalem Di Made;;http://www.wikidata.org/entity/Q121154102;0.003165107890661003;1;0.014739077036949672;1
Kerajaan Klungkung;Dewa Agung Jambe II;;Dewa Agung Putra III Bhatara Dalem;;;;;;;;;;;;;;Dewa Agung Oka Geg;;http://www.wikidata.org/entity/Q121154115;0.004836680341438155;1;0.014739077036949672;1
Kerajaan Klungkung;Dewa Agung Putra I Kusamba;;Dewa Agung Śakti;;;;;;;;;;;;;;;;http://www.wikidata.org/entity/Q121154109;0.0037889079659054483;1;0.014739077036949672;1
Kerajaan Klungkung;Dewa Agung Putra III Bhatara Dalem;;;;;Dewa Agung Jambe II;;;;;;;;;;;;;http://www.wikidata.org/entity/Q121154113;0.0033533855507873593;1;0.014739077036949672;1
Kesultanan Siak Sri Inderapura;Sultan Assyaidis Syarif Hasyim Abdul Jalil;;;;;;;;;;;;;;;;;;http://www.wikidata.org/entity/Q115163988;0.0019840325587610046;2;0.007325246363259994;2
Kadipaten Surabaya;Jayalengkara;;;;;Pangeran Pekik;;Surabaya;Islam;Demak Sultanate;Mataram Sultanate;;;;;;;;http://www.wikidata.org/entity/Q133897328;0.003451271022446526;3;0.004918509486132048;3
Kesultanan Banjar;Adam dari Banjar;Sultan Banjar;Sulaiman dari Banjar;;;3 anak laki-laki;;;;;;;;1776-01-01T00:00:00Z;;5 orang saudara kandung, 17 orang saudara seayah;;;http://www.wikidata.org/entity/Q16163200;0.0019840325587610046;5;0.022505893445362482;5
Kerajaan Mataram;Dyah Gula;;Rakai Warak;;;;;;;;;;;;;;;Wangsa Sailendra;http://www.wikidata.org/entity/Q130548966;0.0019840325587610046;12;0.008688047963907047;12
Kesultanan Cirebon;Rara Santang;;Sri Baduga Maharaja;;Syarif Abdullah Umdatuddin;Sunan Gunung Jati;;;;;;;;1426-01-01T00:00:00Z;;;;;http://www.wikidata.org/entity/Q136235790;0.002921842515298892;4;0.004920134662767006;4
Kerajaan Sunda;Rara Santang;;Sri Baduga Maharaja;;Syarif Abdullah Umdatuddin;Sunan Gunung Jati;;;;;;;;1426-01-01T00:00:00Z;;;;;http://www.wikidata.org/entity/Q136235790;0.002921842515298892;4;0.006292044446020286;4
Majapahit;Mpu Tantular;;;;Adik wanita Hayam Wuruk;Mpu Semaranata, Mpu Sidimantra, Mpu Panawasikan, Mpu Kepakisan;Majapahit;Trowulan;;Singhasari;Demak Sultanate;1292.0;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q108887941;0.0019840325587610046;6;0.012237431168675175;6
Majapahit;Mpu Tantular;;;;adik wanita Hayam Wuruk;Mpu Semaranata, Mpu Sidimantra, Mpu Panawasikan, Mpu Kepakisan;Majapahit;Trowulan;;Singhasari;Pagaruyung Kingdom;1292.0;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q108887941;0.0019840325587610046;6;0.012237431168675175;6
Majapahit;Mpu Tantular;;;;adik wanita Hayam Wuruk;Mpu Semaranata, Mpu Sidimantra, Mpu Panawasikan, Mpu Kepakisan;Majapahit;Trowulan;;Singhasari;Blambangan Kingdom;1292.0;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q108887941;0.0019840325587610046;6;0.012237431168675175;6
Majapahit;Mpu Tantular;;;;Adik wanita Hayam Wuruk;Mpu Semaranata, Mpu Sidimantra, Mpu Panawasikan, Mpu Kepakisan;Majapahit;Trowulan;;Singhasari;Malacca Sultanate;1292.0;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q108887941;0.0019840325587610046;6;0.012237431168675175;6
Majapahit;Mpu Tantular;;;;Adik wanita Hayam Wuruk;Mpu Semaranata, Mpu Sidimantra, Mpu Panawasikan, Mpu Kepakisan;Majapahit;Trowulan;;Singhasari;Sultanate of Gowa;1292.0;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q108887941;0.0019840325587610046;6;0.012237431168675175;6
Majapahit;Mpu Tantular;;;;adik wanita Hayam Wuruk;Mpu Semaranata, Mpu Sidimantra, Mpu Panawasikan, Mpu Kepakisan;Majapahit;Trowulan;;Singhasari;Bruneian Sultanate;1292.0;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q108887941;0.0019840325587610046;6;0.012237431168675175;6
Kesultanan Banjar;Surya Alam dari Banjar;Sultan Banjar;Tahlilullah;;;Tamjidillah I dari Banjar;;Banjarmasin, Martapura, South Kalimantan, Murung Raya Regency;Sunni Islam;Negara Daha;Dutch East Indies;1526.0;;;;;;;http://www.wikidata.org/entity/Q12518174;0.004566196301881054;5;0.022505893445362482;5
Kerajaan Klungkung;Dewa Agung Putra II;;;;;;;;;;;;;;;Dewa Agung Istri Kanya;;;http://www.wikidata.org/entity/Q121154111;0.0024057073328003983;1;0.014739077036949672;1
Kesultanan Banjar;Inayatullah dari Banjar;Sultan Banjar;Mustain Billah dari Banjar;;;Sultan Agung dari Banjar;;Banjarmasin, Martapura, South Kalimantan, Murung Raya Regency;Sunni Islam;Negara Daha;Dutch East Indies;1526.0;;;;;;;http://www.wikidata.org/entity/Q10965522;0.004376898148362181;5;0.022505893445362482;5
Kesultanan Banjar;Hamidullah dari Banjar;Sultan Banjar;Amirullah Bagus Kesuma;;;Pangeran Mohammad Aliuddin Aminullah;;;;;;;;;;Pangeran Tamjidillah I;;;http://www.wikidata.org/entity/Q17998598;0.0019840325587610046;5;0.022505893445362482;5
Kesultanan Banjar;Inayatullah dari Banjar;Sultan Banjar;Mustain Billah dari Banjar;;;Saidullah dari Banjar;;Banjarmasin, Martapura, South Kalimantan, Murung Raya Regency;Sunni Islam;Negara Daha;Dutch East Indies;1526.0;;;;;;;http://www.wikidata.org/entity/Q10965522;0.004376898148362181;5;0.022505893445362482;5
Majapahit;Kusumawardhani;;;;Wikramawardhana;;Majapahit;Trowulan;;Singhasari;Demak Sultanate;1292.0;http://www.wikidata.org/entity/Q49326;;;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q119359616;0.0024103516209844976;6;0.012237431168675175;6
Majapahit;Kusumawardhani;;;;Wikramawardhana;;Majapahit;Trowulan;;Singhasari;Pagaruyung Kingdom;1292.0;http://www.wikidata.org/entity/Q49326;;;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q119359616;0.0024103516209844976;6;0.012237431168675175;6
Majapahit;Kusumawardhani;;;;Wikramawardhana;;Majapahit;Trowulan;;Singhasari;Blambangan Kingdom;1292.0;http://www.wikidata.org/entity/Q49326;;;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q119359616;0.0024103516209844976;6;0.012237431168675175;6
Majapahit;Kusumawardhani;;;;Wikramawardhana;;Majapahit;Trowulan;;Singhasari;Malacca Sultanate;1292.0;http://www.wikidata.org/entity/Q49326;;;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q119359616;0.0024103516209844976;6;0.012237431168675175;6
Majapahit;Kusumawardhani;;;;Wikramawardhana;;Majapahit;Trowulan;;Singhasari;Sultanate of Gowa;1292.0;http://www.wikidata.org/entity/Q49326;;;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q119359616;0.0024103516209844976;6;0.012237431168675175;6
Majapahit;Kusumawardhani;;;;Wikramawardhana;;Majapahit;Trowulan;;Singhasari;Bruneian Sultanate;1292.0;http://www.wikidata.org/entity/Q49326;;;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q119359616;0.0024103516209844976;6;0.012237431168675175;6
Kesunanan Surakarta;Kanjeng Raden Mas Haryo Wuryaningrat;Ketua;;;;;;;;;;;;;;Kanjeng Raden Mas Haryo Sosrodiningrat V;;Kesunanan Surakarta;http://www.wikidata.org/entity/Q104765484;0.0019840325587610046;22;0.003038219493859489;22
Majapahit;Sunan Mertayasa;;Maulana Ishaq;;;;Majapahit;Trowulan;;Singhasari;Demak Sultanate;1292.0;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q137543347;0.0019840325587610046;6;0.012237431168675175;6
Majapahit;Sunan Mertayasa;;Maulana Ishaq;;;;Majapahit;Trowulan;;Singhasari;Pagaruyung Kingdom;1292.0;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q137543347;0.0019840325587610046;6;0.012237431168675175;6
Majapahit;Sunan Mertayasa;;Maulana Ishaq;;;;Majapahit;Trowulan;;Singhasari;Blambangan Kingdom;1292.0;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q137543347;0.0019840325587610046;6;0.012237431168675175;6
Majapahit;Sunan Mertayasa;;Maulana Ishaq;;;;Majapahit;Trowulan;;Singhasari;Malacca Sultanate;1292.0;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q137543347;0.0019840325587610046;6;0.012237431168675175;6
Majapahit;Sunan Mertayasa;;Maulana Ishaq;;;;Majapahit;Trowulan;;Singhasari;Sultanate of Gowa;1292.0;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q137543347;0.0019840325587610046;6;0.012237431168675175;6
Majapahit;Sunan Mertayasa;;Maulana Ishaq;;;;Majapahit;Trowulan;;Singhasari;Bruneian Sultanate;1292.0;http://www.wikidata.org/entity/Q49326;;;;;;http://www.wikidata.org/entity/Q137543347;0.0019840325587610046;6;0.012237431168675175;6
Kesultanan Banjar;Tamjidillah I dari Banjar;Sultan Banjar;Surya Alam dari Banjar;;;Tahmidullah II dari Banjar;;;;;;;;;;;;;http://www.wikidata.org/entity/Q19741752;0.0046578208101230615;5;0.022505893445362482;5
Kesunanan Surakarta;Kanjeng Raden Mas Haryo Wuryaningrat;anggota parlemen;;;;;;;;;;;;;;Kanjeng Raden Mas Haryo Sosrodiningrat V;;Kesunanan Surakarta;http://www.wikidata.org/entity/Q104765484;0.0019840325587610046;22;0.003038219493859489;22
Kesultanan Siak Sri Inderapura;Sayyid Usman Syahabuddin;syekh;;;;Sultan Syarif Abdurrahman;;;;;;;;;;;;;http://www.wikidata.org/entity/Q135319723;0.0019840325587610046;2;0.007325246363259994;2
Kesultanan Banjar;Muhammad Seman dari Banjar;Sultan Banjar;Pangeran Antasari;Nyai Fatimah;Two Dayak princesses from the Ot Danum tribe;Gusti Berakit;;Banjarmasin, Martapura, South Kalimantan, Murung Raya Regency;Sunni Islam;Negara Daha;Dutch East Indies;1526.0;;1897-01-01T00:00:00Z;;;;;http://www.wikidata.org/entity/Q12499382;0.0019840325587610046;5;0.022505893445362482;5
Kesultanan Banjar;Rakyatullah dari Banjar;Sultan Banjar;Marhum Panembahan;Seorang selir dari suku Jawa;Andin Hayu, Nyai Mas Tapi;Raden Hangkut (Pangeran Aria Wiraraja), Puteri Samut (Puteri Galuh Hasanah), Puteri Kumkuma;;Banjarmasin, Martapura, South Kalimantan, Murung Raya Regency;Sunni Islam;Negara Daha;Dutch East Indies;1526.0;;;;;;;http://www.wikidata.org/entity/Q12507782;0.0019840325587610046;5;0.022505893445362482;5
Kesultanan Banjar;Tamjidullah II dari Banjar;Sultan Banjar;Abdul Rahman dari Banjar;Nyai Biyar;;;;Banjarmasin, Martapura, South Kalimantan, Murung Raya Regency;Sunni Islam;Negara Daha;Dutch East Indies;1526.0;;1817-01-01T00:00:00Z;;Hidayatullah II dari Banjar;;;http://www.wikidata.org/entity/Q12519059;0.0019840325587610046;5;0.022505893445362482;5
Kerajaan Sunda;Prabu Gilingwesi;Raja (penguasa);Rakeyan Medang;;;;;;;;;;;;;;;Wangsa Sailendra;http://www.wikidata.org/entity/Q134481514;0.0019840325587610046;4;0.006292044446020286;4
Kerajaan Sunda;Rakeyan Medang;Raja (penguasa);Hariang Banga;;;;;;;;;;;;;;;Wangsa Sailendra;http://www.wikidata.org/entity/Q134481418;0.002827382106839792;4;0.006292044446020286;4
Kesultanan Banjar;Patih Kuin;;;;;;;Banjarmasin, Martapura, South Kalimantan, Murung Raya Regency;Sunni Islam;Negara Daha;Dutch East Indies;1526.0;;;;;;;http://www.wikidata.org/entity/Q123755667;0.0019840325587610046;5;0.022505893445362482;5
Kesultanan Siak Sri Inderapura;Sayyid Usman Syahabuddin;syekh;;;;Sayyid Ali dari Siak;;;;;;;;;;;;;http://www.wikidata.org/entity/Q135319723;0.0019840325587610046;2;0.007325246363259994;2
Kerajaan Klungkung;Dewa Agung Gede;;Dewa Agung Jambe I;;;Dewa Agung Made;;;;;;;;;;;;;http://www.wikidata.org/entity/Q121154103;0.004169521244466667;1;0.014739077036949672;1
Kerajaan Klungkung;Dewa Agung Made;;Dewa Agung Gede;;;Dewa Agung Śakti;;;;;;;;;;;;;http://www.wikidata.org/entity/Q121154105;0.004548308523766053;1;0.014739077036949672;1
Kerajaan Klungkung;Dewa Agung Śakti;;Dewa Agung Made;;;Dewa Agung Putra I Kusamba;;;;;;;;;;;;;http://www.wikidata.org/entity/Q121154107;0.004883030067708141;1;0.014739077036949672;1
Kesultanan Cirebon;Panembahan Ratu I;sultan;;;Glampok Raras;;;;;;;;;1547-01-01T00:00:00Z;1649-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q132673938;0.0019840325587610046;4;0.004920134662767006;4
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Bondan Kajawan;Majapahit;Trowulan;;Singhasari;Demak Sultanate;1292.0;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;0.002370326511788625;7;0.012237431168675175;6
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Bondan Kajawan;Majapahit;Trowulan;;Singhasari;Pagaruyung Kingdom;1292.0;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;0.002370326511788625;7;0.012237431168675175;6
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Bondan Kajawan;Majapahit;Trowulan;;Singhasari;Blambangan Kingdom;1292.0;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;0.002370326511788625;7;0.012237431168675175;6
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Bondan Kajawan;Majapahit;Trowulan;;Singhasari;Malacca Sultanate;1292.0;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;0.002370326511788625;7;0.012237431168675175;6
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Bondan Kajawan;Majapahit;Trowulan;;Singhasari;Sultanate of Gowa;1292.0;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;0.002370326511788625;7;0.012237431168675175;6
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Bondan Kajawan;Majapahit;Trowulan;;Singhasari;Bruneian Sultanate;1292.0;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;0.002370326511788625;7;0.012237431168675175;6
Kesultanan Banjar;Hidayatullah I dari Banjar;Sultan Banjar;;;;Mustain Billah dari Banjar;;Banjarmasin, Martapura, South Kalimantan, Murung Raya Regency;Sunni Islam;Negara Daha;Dutch East Indies;1526.0;;;1595-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q4272717;0.0031940376958181837;5;0.022505893445362482;5
Kesultanan Cirebon;Pangeran Walangsungsang;Tumenggung;Sri Baduga Maharaja;;;;;;;;;;;1423-01-01T00:00:00Z;1529-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q131955027;0.002921842515298892;4;0.004920134662767006;4
Kesultanan Demak;Sunan Demak;;Sunan Ampel;;;;;;Islam;Demak Sultanate;Mataram Sultanate;1568.0;;1473-01-01T00:00:00Z;1570-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q135552791;0.0019840325587610046;8;0.004438479049294041;8
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Raden Patah;Majapahit;Trowulan;;Singhasari;Demak Sultanate;1292.0;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;0.002370326511788625;7;0.012237431168675175;6
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Raden Patah;Majapahit;Trowulan;;Singhasari;Pagaruyung Kingdom;1292.0;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;0.002370326511788625;7;0.012237431168675175;6
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Raden Patah;Majapahit;Trowulan;;Singhasari;Blambangan Kingdom;1292.0;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;0.002370326511788625;7;0.012237431168675175;6
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Raden Patah;Majapahit;Trowulan;;Singhasari;Malacca Sultanate;1292.0;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;0.002370326511788625;7;0.012237431168675175;6
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Raden Patah;Majapahit;Trowulan;;Singhasari;Sultanate of Gowa;1292.0;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;0.002370326511788625;7;0.012237431168675175;6
Majapahit;Kertabhumi;Raja (penguasa);Rajasawardhana;;;Raden Patah;Majapahit;Trowulan;;Singhasari;Bruneian Sultanate;1292.0;http://www.wikidata.org/entity/Q49326;;1478-01-01T00:00:00Z;;;Wangsa Rajasa;http://www.wikidata.org/entity/Q127373583;0.002370326511788625;7;0.012237431168675175;6
Majapahit;Sunan Demak;;Sunan Ampel;;;;Majapahit;Trowulan;Islam;Singhasari;Demak Sultanate;1568.0;http://www.wikidata.org/entity/Q49326;1473-01-01T00:00:00Z;1570-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q135552791;0.0019840325587610046;8;0.012237431168675175;6
Majapahit;Sunan Demak;;Sunan Ampel;;;;Majapahit;Trowulan;Islam;Singhasari;Pagaruyung Kingdom;1568.0;http://www.wikidata.org/entity/Q49326;1473-01-01T00:00:00Z;1570-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q135552791;0.0019840325587610046;8;0.012237431168675175;6
Majapahit;Sunan Demak;;Sunan Ampel;;;;Majapahit;Trowulan;Islam;Singhasari;Blambangan Kingdom;1568.0;http://www.wikidata.org/entity/Q49326;1473-01-01T00:00:00Z;1570-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q135552791;0.0019840325587610046;8;0.012237431168675175;6
Majapahit;Sunan Demak;;Sunan Ampel;;;;Majapahit;Trowulan;Islam;Singhasari;Malacca Sultanate;1568.0;http://www.wikidata.org/entity/Q49326;1473-01-01T00:00:00Z;1570-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q135552791;0.0019840325587610046;8;0.012237431168675175;6
Majapahit;Sunan Demak;;Sunan Ampel;;;;Majapahit;Trowulan;Islam;Singhasari;Sultanate of Gowa;1568.0;http://www.wikidata.org/entity/Q49326;1473-01-01T00:00:00Z;1570-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q135552791;0.0019840325587610046;8;0.012237431168675175;6
Majapahit;Sunan Demak;;Sunan Ampel;;;;Majapahit;Trowulan;Islam;Singhasari;Bruneian Sultanate;1568.0;http://www.wikidata.org/entity/Q49326;1473-01-01T00:00:00Z;1570-01-01T00:00:00Z;;;;http://www.wikidata.org/entity/Q135552791;0.0019840325587610046;8;0.012237431168675175;6
